job_id,skill_abr
3885106393,ENG
3885106393,IT
3885865823,OTHR
3885864818,HCPR
3888021998,MGMT
3888021998,MNFC
3888022997,MGMT
3888022997,MNFC
3888028078,ADM
3888028078,MGMT
3888028078,PRJM
3886203882,FIN
3886203882,SALE
3885106998,SUPL
3888031487,LGL
3888032358,DSGN
3888032358,ART
3888032358,IT
3885111291,PRJM
3885110319,SALE
3885110319,BD
3886213451,MGMT
3886213451,MNFC
3888032441,EDU
3888032441,TRNG
3885112185,CNSL
3885109696,FIN
3885109696,SALE
3885112215,OTHR
3885112215,IT
3885112215,MGMT
3888031627,ENG
3888031627,IT
3888030764,FIN
3888030764,SALE
3886217031,HCPR
3886210830,MGMT
3886210830,MNFC
3888032569,HCPR
3888027909,HCPR
3888027953,MGMT
3888027953,MNFC
3888031720,MGMT
3888031720,MNFC
3888030824,HCPR
3886215641,IT
3886215641,QA
3886215641,ANLS
3885114315,ADM
3888027762,MGMT
3888027762,MNFC
3885113344,LGL
2264355,DSGN
2264355,ART
2264355,IT
3886210955,MRKT
3886210955,SALE
3886218078,SALE
3886218078,BD
3885109950,IT
3886218000,MGMT
3886218000,MNFC
3888038064,MGMT
3888038064,MNFC
3888038039,HCPR
3886211899,ADM
3888038040,ENG
3888038040,IT
3888932749,OTHR
3888934519,SALE
3888934519,BD
3888937197,DIST
3888937197,MNFC
3888937197,PRDM
3888931775,MGMT
3888931775,MNFC
3888931781,RSCH
3888931781,ANLS
3888931781,IT
3888935529,DIST
3888935529,MNFC
3888935529,PRDM
3888934485,RSCH
3888934485,ANLS
3888934485,IT
3888937049,SALE
3888937049,BD
3888931887,DIST
3888931887,MNFC
3888931887,PRDM
3888935531,TRNG
3888935531,SALE
3888935531,CUST
3888933742,SALE
3887572647,FIN
3887572647,SALE
3886447758,IT
3888934633,DIST
3888934633,MNFC
3888934633,PRDM
3888937205,DIST
3888937205,MNFC
3888937205,PRDM
3887574206,FIN
3887574206,SALE
3888936268,HCPR
3888933631,FIN
